,Name,Review,Stars,Sug/Com
13,Faheem Saifi,"
No buying this product


Bilkul bakwaas h local sa lgtaha h or smale bhi a rahi h isme
",1.0 out of 5 stars,0
14,Viswajit sharma,"
Very bad smell don't buy it Amazon selling fake product


Tast bohut kharab haii itna kharab hai kii app pee nhi paogaa orr Amazon fake product deta hai don't by it
",5.0 out of 5 stars,1
15,sisirbehera,"
Protine details


Ye potine bohot acha to nahi he aur bohut bura bhi nahi it's ok ok bala protine
",3.0 out of 5 stars,1
16,Niraj kumar markam,"
Product osam


Apne wight ko badhane k liye kiya jo ki achhe se bad raha hai
",5.0 out of 5 stars,1
17,Rajpal Singh,"
Bhai log bcaa sirf 4 serving 33 servings nhi hai or protein mai 29 servings hai 33 nhi hai


Please bcaa dekh la rhe ho to mat lena 4 serving wala bcaa hai
",4.0 out of 5 stars,1
18,dipraj pachare,"
Nice


Mujhe sirf 20 gram hi bcaa free me mila aur image me 50 gram dikhaya hai
",4.0 out of 5 stars,1
19,Saurav Mishra,"
Shake karne k bad form produce ho jara h 🙂🙂 kya isse koi problem hogi?

",3.0 out of 5 stars,1
20,Virendra kaswan,"
Koi frak nhi pda


Not good
",1.0 out of 5 stars,0
21,Anil,"
मसल building के लिए मस्त


स्वाद बहुत अच्छा है
",5.0 out of 5 stars,1
22,ayush,"
Its good, Pehle review the bad about smell log kehte but ytna nahi hai thik hai u can try


Good Product I like it budget mai bhi aur performance bhi i like it, smell ok hai buri nahi hai log smell ka bolre
",4.0 out of 5 stars,1
23,Bhupender Baisoya,"
Flavour


Bakwas taste dont buy vanila creame flavour aesa lgta h jaise batase ghol ka pee rahey ho ulti sii ayti h itna bakwas flavour h
",1.0 out of 5 stars,0
24,Chetan reigns,"
Final progress


ले लो अछा है काफी मस्त है workout के बाद लेना हो सके तो सुबह भी ले लेना अछा है
",5.0 out of 5 stars,1
25,Amit mavi,"
भोत जोर का है


भोत जोर का है मस्त है एक दम इतना टॉप नही ओर कोई प्रोटीन जो भी लगा इसे बॉडी बना लेगा
",4.0 out of 5 stars,1
26,Amazon Customer,"
Bahot hi accha taste hai aur afi effective product hai result milte hai.

",5.0 out of 5 stars,1
27,TARUN KUMAR TRIPATHI,"
good way  source of protein






                    The media could not be loaded.
                



 मुझे BigMuscles सही लगा 'गुड इन रेंज' अमेजन की सर्विस अच्छी है समय पर product पहुंचाया सभी को ट्राई करना चाहिए
",5.0 out of 5 stars,1
