,Name,Review,Stars,Sug/Com
18,Mohd Rehan Ansari,"
kisi aur ko dilwaya tha. Mera kaddu jayega puchhne..


Bhai mai use hi ni krta .. kisi aur ko dilwaya tha. Mera kaddu jayega puchhne.. 1 star bhut h iske liye
",1.0 out of 5 stars,0
19,Ajay Yadav,"
Replecement me new brand phone bol kar purana phone detey hai.






                    The media could not be loaded.
                



 Battery sirf 6000mah nam ki hai.Jyada chalti nahi hai.Sirf chutiya banatey hai yeh log.
",1.0 out of 5 stars,0
20,Atul Sharma,"
Need to improve camera battery 1.5 day work kr jati hai faster charger ki jrurt hai


Need to improve camera battery, 1.5 day work kr jati hai faster charger ki jrurt hai..
",4.0 out of 5 stars,1
21,Vipin singh,"
This product is not start in voice call recording and


Very bad bat karne me other person ko dual aawaz aati hai or call recording nahi hoti hai bat krne me camera very bad
",1.0 out of 5 stars,0
22,saurabh,"
फोन गर्म होता है, इसलिए न ले


बेकार, कृपया Amazon से मोबाइल न ले, ऑनलाइन में ये बेकार सेट देते है,फिर उसे वापस नहीं लेते, रिटर्न पॉलिसी केवल छलावा है
",2.0 out of 5 stars,0
23,Vicky,"
Camere ki quality nahin hai


Camera phone ka Sahi nahi hai
",1.0 out of 5 stars,0
24,Abhishek kumar,"
Bahut hi bekar h phone under 12500


Mat le bhai aur koi le lePr ye mat leCamera bahut bekarAger ye 11000 ke aas pass hota to theek tha
",3.0 out of 5 stars,1
25,Hamza,"
Best


Paisa wasool
",5.0 out of 5 stars,1
26,HIMANSHU TIWARI,"
hang hota he bakwas phone


hang hota he contact list me save number hote hue bhi dialer me naam nahi aata autocall recording bhi nahi hewaste of money
",2.0 out of 5 stars,0
27,Mahesh,"
Waste of money


Bekar phone hai mat lena koi bHafte bad hi hang hone lag gya.Kai application update mang rhi h but update nhi ho rhi h like - crome
",1.0 out of 5 stars,0
28,ASHUTOSH KUMAR ADITYA,"
Camera me jitna mega pixels diya gaya hai uske hisab se picture quality nhi hai


Camera quality bad , battery good, color bad , phone hang karta hai
",3.0 out of 5 stars,1
29,SK SHAHID,"
Accha hai


Accha hai
",5.0 out of 5 stars,1
30,Shankar v.,"
Phone mein takniki kharabi


Phone theek se nahin chal raha
",5.0 out of 5 stars,1
31,Sanjay Bhardwaj,"
Camera quality very bad


Bahut hi bakwas camera quality hai redmi 10 prime ki bahut hi bakwas 3rd class, kehne ki 50 mp hai pr 10 mp bhi nai ekdam bekar
",1.0 out of 5 stars,0
32,naveen,"
Majboori ka saudA


Chinese quality
",4.0 out of 5 stars,1
33,Anurag m.,"
This is good phone


Battery is very very goodCamera पैसे के हिसाब से सही हैJaisa paisa waisa cameraBaki sab very good
",5.0 out of 5 stars,1
34,KUMAR SAURAV,"
अभी तक का सबसे बेकार फोन है, बहुत हि ज्यादा स्लो है ये फोन, मै ये फोन लेके पछता रहा हुँ।


अभी तक का सबसे बेकार फोन है, बहुत हि ज्यादा स्लो है ये फोन, मै ये फोन लेके पछता रहा हुँ।
",1.0 out of 5 stars,0
35,Avinash tripathi,"
Good






                    The media could not be loaded.
                



 हमें बहुत पसंद आया मोबाइल आप कुछ उपहार तो दे दो बहुत अच्छा है सेठ
",5.0 out of 5 stars,1
36,Jalees Ansari,"
Please don't buy


Is phone ko buy mt krna hang krta hai. Aur iski brightness up-and-down hoti rehti hai. Jabki auto mode off hota h.
",1.0 out of 5 stars,0
37,punit,"
Hang hota he network sahi nhi aata he net bhi sahi se nhi chalta he


Network problem haiNet  work nhi karta he bahut hi silo chalta he hang bhi hota he
",1.0 out of 5 stars,0
38,Tarun yadav,"
Shi h


Thoda atakta h pub me
",4.0 out of 5 stars,1
39,Jitender Yadav,"
BAKWAS CAMERA/ BAKWAS PHONE


BAKWASS PHONE
",3.0 out of 5 stars,1
40,Karan singh,"
I'm very irrtating from Call noise problem it's to hard


Call pe noise bahut hi jyada catch krta hy jo ki bahut jyada preshan kr rha hy 😟😓😓😓😓
",3.0 out of 5 stars,1
41,Amazon Customer,"
Charging issue


New product me charging connector  damage complement Dene par bhi  problem sole nahi ki
",2.0 out of 5 stars,0
42,Sarvesh kumar,"
फोन की गुणवत्ता अच्छी नहीं हैं


इस फोन का कैमरा केवल 50 MP लिखा गया है पर फोटो एकदम गंदी आती है उससे अच्छा कोई 13MP वाला फोन ले ले 🤳☹️👎👎👎
",1.0 out of 5 stars,0
43,Sonu,"
Camera quality thik nhi hai


Camera quality thik nhi hai
",4.0 out of 5 stars,1
44,Mohammed Hussain Chaudhary,"
Budget phone Kaam chalau






                    The media could not be loaded.
                



 Thik thak
",3.0 out of 5 stars,1
45,Anoop Meena,"
Camera is 2 MG old 2004 is same this mobile


Achcha mobile Nahin Hai camera bahut kharab hai Nahin Lena is mobile ko
",3.0 out of 5 stars,1
46,sudhir kumar pandey,"
Hal dam bakavas hai phone


Damo nahi kasa phone hai bilkul bhi mat lana asa phone jo aap ka la acha nahi hai
",1.0 out of 5 stars,0
47,Amazon Customer,"
Looking smart phone


Mobile thik hai battery backup thik lekin 📷 thik nahi hai bocus camera 50 mp hai
",3.0 out of 5 stars,1
48,parasnath yadav,"
Bar Bar hang ho raha


Product bilkul kharab Mil Gaya lekin Kyakare le liye to chalana pad raha hai
",1.0 out of 5 stars,0
49,Ali Hassan Ali,"
Acha hai kam chalane layak


Camera nahi thik hai
",3.0 out of 5 stars,1
50,Vivek kumar,"
Mobile ka backup bahut kam hai






                    The media could not be loaded.
                



 Battery🔋 life 25h hai
",5.0 out of 5 stars,1
51,SHOIB ALI,"
Wrong bakvas phone


Raddi phone bekar 4 din me damege mother boat no service claim karna hai company par
",1.0 out of 5 stars,0
52,mamta a.,"
Bakwas phone


Very bad
",2.0 out of 5 stars,0
53,Sudhir Satpute,"
Battery life amazing


Camera quality ke alawa sabkuch bahut badhiya hai specially battery life
",5.0 out of 5 stars,1
54,Arun Kumar,"
Arun Chauhan






                    The media could not be loaded.
                



 बहुत अच्छा प्रोजेक्ट है
",5.0 out of 5 stars,1
55,Mohd Usman,"
Ritan mobile






                    The media could not be loaded.
                



 Camera achaa nhi hai
",1.0 out of 5 stars,0
56,SUMON SUR,"
Ak dum bakwas ph ha. Itna garam ho raha ki hum tea v ubal sakta hai. Camera is very poor






                    The media could not be loaded.
                



 Camera quality is very much poor.
",1.0 out of 5 stars,0
57,Kaushal soni,"
Hang issue


Android nahi hangroid h lete hi 10 din me aukat dikha di
",1.0 out of 5 stars,0
58,Amit Kumavat,"
Ye phone mat kharidna bhaut bakwas phone h


Ye phone mat kharidna bhaut bakwas phone h
",1.0 out of 5 stars,0
59,sanjeev,"
Good phone


Low price me bahot achha hai
",5.0 out of 5 stars,1
60,KALPNA,"
Not so good


Battery life bikul achi nhi hi ..Ph charging bhi 5 hour me hota hi
",2.0 out of 5 stars,0
61,Adarsh Baranwal,"
Mere phone me Hotspot nahi hai setting me bhi jao to hotspot show nahi hota


Hotspot kaise ayega .isme to kuch dikha hi nahi raha
",1.0 out of 5 stars,0
62,Ali khan,"
Bar bar hand ho jata h


Camara bilkul thik nahi h Or hand to bohot hi ziyada hota h
",1.0 out of 5 stars,0
63,rupesh,"
Display automatic change hota . Jaise tv mai network nahi rahega vaisa ho jata hai display.


फुकटचा फटका बसलाय.
",1.0 out of 5 stars,0
64,Hariomverma,"
Hit


Phone bahut hang ho raha bahut hit ho raha hai
",1.0 out of 5 stars,0
65,mahmood,"
Bahut he sunda mobile hy rate bahut badhya kaam daaam badhya kaaam


Bahut umda mobile hy
",5.0 out of 5 stars,1
66,Amazon Customer,"
Camera quality poor... I want change my phone.. bekr phon


Plz mi ka he dusra pho exchange kr dijiye iska camera quality bhut bekr h
",1.0 out of 5 stars,0
67,Hardikkumar Patel,"
Super


Bro super se b upar
",5.0 out of 5 stars,1
68,New life Aqua Services,"
camera quality is very bad 😞


camera quality bahut kharab hai plz refund my money
",1.0 out of 5 stars,0
69,Atul,"
Accha hai


Accha hai battery battry thik haiCamera accha hai
",4.0 out of 5 stars,1
70,Dharmendrakumar,"
फोन का बिल नही था


पैकिंग के अन्दर फोन का बिल नही था जिसका टैकिग Id 267573562100
",5.0 out of 5 stars,1
71,Mukesh Kumar,"
Front camera bhut khrab h


Front camera bhut khrab h.....and replacement bhi nhi kr rhe h.....
",1.0 out of 5 stars,0
72,Paras,"
Average phon hai


Average hai
",2.0 out of 5 stars,0
73,Dilip mukhiya,"
Camera achha nhi


Photo zoom karne se photo achha nhi ata hi
",1.0 out of 5 stars,0
74,Harsh kumar,"
Ghatiya hai be


Ghatiya phone hai be bhul ke bhi mt lena
",1.0 out of 5 stars,0
75,Arun Kumar,"
Cemra is note good


Cemra quality acchi nhi hai is se sahi to redmi 10 lite hai
",5.0 out of 5 stars,1
76,Rameshwar,"
bahot hi aacha phon hai






                    The media could not be loaded.
                



 nice
",4.0 out of 5 stars,1
77,Ritik,"
PLEASE GUYS IS KAI CAMERA PER SKECTH MAT AANE DENA.






                    The media could not be loaded.
                



 Skrecth dekho yrr.
",3.0 out of 5 stars,1
78,Ajit Kumar,"
बढ़िया


कैमरा अच्छा है
",4.0 out of 5 stars,1
79,hemant saitwal,"
सेल्फी कॅमेरा बकवास है ....


सेल्फी कॅमेरा बकवास है ...मेरा mi note 7 ka अच्छा था
",3.0 out of 5 stars,1
80,sourabh,"
Bhai बेकार मोबाइल ह ये


Heat problem. Poor gaming experience
",1.0 out of 5 stars,0
81,ANIL kumar,"
Bakwash


Bakwash tolally money west
",1.0 out of 5 stars,0
82,shivam kushwaha,"
Battery


बैटरी की परफॉर्मेंस सही नहीं हैं
",5.0 out of 5 stars,1
83,Litan,"
This varry bed quality in price range


Ye mobile koi mat lena, bohot ghatia he
",1.0 out of 5 stars,0
84,Dashrath11q Seju111,"
Canada


Cemra and video achi no he
",2.0 out of 5 stars,0
85,ANKX,"
Thik chal raha hai


Thik chal raha hai
",5.0 out of 5 stars,1
86,Suraj singh,"
Radami 10 prime super ❤️ hai.


Use Jarur lijiye badhiya hai.
",4.0 out of 5 stars,1
87,mukesh,"
Bakvaas mobile


Bakvaas mobile redmi 10 prime
",1.0 out of 5 stars,0
88,JIGAR JADHAV,"
Poor quality


Bhangar phone hai paise barbad
",1.0 out of 5 stars,0
89,Balkrushna Pardhe,"
Mobile ka fingerprint kam nahi karta hai


Mobile ka fingerprint kam nahi karta hai
",1.0 out of 5 stars,0
90,Danish Irshad Khan,"
Bahut hi bakwas front camra


Front camra is very poor
",1.0 out of 5 stars,0
91,Sanjeet Kumar Rajak,"
Super se bhi uper..........


Super se bhi uper.............
",5.0 out of 5 stars,1
92,Md Kamaal,"
Shandar jabardast


I love this phone
",5.0 out of 5 stars,1
93,Akash surve,"
Ye bahut ganda mobile hai


Ye mobile bahut bekkar hai
",1.0 out of 5 stars,0
94,Navin kumar,"
अच्छा लगा


ठीक लगता हैं
",5.0 out of 5 stars,1
95,Dev bhosale,"
Best


Camera quality nahi hai
",5.0 out of 5 stars,1
96,Manoj,"
Thik h par 10 s badiya h is se


Thik h
",4.0 out of 5 stars,1
97,Sagar tiwari,"
Hang ho rha sala bekar leliya mai faltu hai


Bina mtlb ka phone hai
",1.0 out of 5 stars,0
98,Ravi Modi,"
Drx


Bilkul bhi acha phone Nhi h koi n le
",3.0 out of 5 stars,1
99,Amazon Customer,"
अच्छा है ये मोबाइल


ये मोबाइल अच्छा है
",4.0 out of 5 stars,1
100,Mahesh maurya,"
Sahi nahi hai


Not good
",1.0 out of 5 stars,0
101,karan,"
Ghatiya PRODUCT DATA H Amazon veary baad


Ghatiya product  data h
",1.0 out of 5 stars,0
102,Sujeet yadav,"
So hote phone


Iske mukable koye nahi hai
",5.0 out of 5 stars,1
103,rahul,"
camera quality 3rd class


itna bekae camera quality iska.kbi mat lena isko.
",1.0 out of 5 stars,0
104,Amol patil,"
Camera best hai.


BGIM Lag karata hai
",1.0 out of 5 stars,0
105,Pranav kumar,"
Ghanta


Ghanta
",1.0 out of 5 stars,0
106,Suraj Kumar lahare,"
camera quality ghatiya kharab hai


camera quality ghatiya hai
",1.0 out of 5 stars,0
107,Rahulsingh bhadoriya,"
Headphone se baat nhi ho rhi h


Headphone se baat nhi ho rhi h
",5.0 out of 5 stars,1
108,DrSuchit Kumar,"
Bahut Achcha phone Nahin Hai Keval santoshjanak


Santosh Janak Achcha Nahin
",3.0 out of 5 stars,1
109,Manmohan singh,"
Khrab hai


Ye phone koi bhi na lo
",1.0 out of 5 stars,0
110,Krishanapal yadav,"
Ok


Thik hai
",3.0 out of 5 stars,1
111,Samir raaz,"
Very bad camera quality and bakwaas phone


Very bad camera and bakwaas phone
",1.0 out of 5 stars,0
112,Sonu,"
Battery backup nhi h


Proceser km kaam krta h
",1.0 out of 5 stars,0
113,Rahul,"
Bakwas phone..


Bakwas ph
",1.0 out of 5 stars,0
114,Praveen kumar,"
Over all thik


Thik hai
",4.0 out of 5 stars,1
115,nitin yadav,"
Gzb


Gzb
",5.0 out of 5 stars,1
116,Rup Shekhawat,"
ठीक ही है बढ़िया तो नहीं है ज्यादा


कैमरा खराब है बैटरी सही है
",1.0 out of 5 stars,0
117,Deepak,"
Zero


Bekar phone hai
",1.0 out of 5 stars,0
118,Balkishan Vishwkarma,"
Koi kan nhi hai


Koi mat lena
",1.0 out of 5 stars,0
119,Guddi,"
Bahut hi acha phone h ,quality bhi sandar h


I like redmi phone
",5.0 out of 5 stars,1
120,Arvind Kumar,"
Achcha hai


Good
",4.0 out of 5 stars,1
121,Ashwani kumar,"
bekaar phone hai


totaly bekaar phone hai koi mat lo
",2.0 out of 5 stars,0
122,Ajay sharma,"
बहुत अच्छा मोबाइल है


मुझे यह बहुत अच्छा लगा
",4.0 out of 5 stars,1
123,Suchit Maurya,"
Phone hangs alot


Hang krta hai
",3.0 out of 5 stars,1
124,Sujeet,"
Koi khas nhi h lena mt


Koi khas nhi h lena mt
",1.0 out of 5 stars,0
125,Saurav Sejwar,"
Bhot bekar


Bhot Bekar
",1.0 out of 5 stars,0
126,Ajay Tiwari,"
Sahi hai camera utna achha nahin hai


Like
",4.0 out of 5 stars,1
127,Anand ahirwar,"
Back camera ka ek senser hi nahi he very bad mobile


Not good produt
",1.0 out of 5 stars,0
128,DINESH B.,"
सुपर

",5.0 out of 5 stars,1
129,Bipin,"
Bakwas camera hai iss phone ka or ab Amazon wapas bhi nahi kar raha hai


Bakwas Camera  hai
",1.0 out of 5 stars,0
130,Murari Singh,"
Bad camera


Bekar phone h
",2.0 out of 5 stars,0
131,Fazal,"
Bekar phone he


Bekar phone he
",1.0 out of 5 stars,0
132,Lalita Doddi,"
Supar 🙏


So supar
",4.0 out of 5 stars,1
133,Aman,"
Bad


Napasand
",1.0 out of 5 stars,0
134,Sameer Raj,"
Behenchode Paisa Barbad


Very Bad Phone
",1.0 out of 5 stars,0
135,Amar bhalke,"
Phone ka camera bhot kharab he


Bed
",1.0 out of 5 stars,0
136,Satendra chiurasiya,"
Is mobile me software problem hai. 1st day se hi display blink karti hai

",1.0 out of 5 stars,0
137,prakash Verma,"
Bakwas h


Bakwas h
",1.0 out of 5 stars,0
138,Alim,"
Aur better karo


Some like
",3.0 out of 5 stars,1
139,Harpla sinh jadeja,"
Good


Supar
",5.0 out of 5 stars,1
140,sayyad bilal,"
phone khrab nikla hamara


dis like
",1.0 out of 5 stars,0
141,Sumit Soni,"
Very bed


कैमरा सही नही हे
",1.0 out of 5 stars,0
142,Rakesh kumar,"
Natworking problem bahuth hai, hardware problem


Nat network
",5.0 out of 5 stars,1
143,UTTAM MAHTO,"
Bokaro


Nice
",5.0 out of 5 stars,1
144,Mohit Rawal,"
Phone to accha h pr features update nhi h

",5.0 out of 5 stars,1
145,Chandar Sahu,"
Bahut hi bekar mobile hai


Very bad
",1.0 out of 5 stars,0
146,कमलाकान्त यादव,"
डिलीवरी बॉय धूर्त्त था


एक्सचेंज ऑफर के तहत मोबाइल खरीदा था।डिलीवरी बॉय मोबाइल लेकर आया और पुरानी मोबाइल को देखकर बोला कि इसमें समस्या है। 1500 रुपए रिश्वत मांगने लगा।न देने पर मोबाइल दिए बिना चला गया।मैं 1500 रुपए देने को तैयार था बशर्तें वह उसकी रसीद दे।
",1.0 out of 5 stars,0
147,Mohit Dhakad,"
Sabhi khubiya ek dum all rounder hai Amazon  se shopping kar bahut khush hu


Battery life bahut achchi hai 6000 mah camera bhi bahut badiya  agar kahu to 12000 ke price point par isse accha phone nahi mil sakta sabhi khubiyon se less ek all rounder smartphone hai wow
",5.0 out of 5 stars,1
148,arjun s.,"
Mi ka ab tak ka sabse bekar phone hai log don't buy this phone


Mi ka ab tak ka sabse bekar phone hai bhai log don't buy this phone।camera sabse bekar quality ki hai west of money
",1.0 out of 5 stars,0
149,manish singh,"
फोन लेने वाले कोई और फोन ले लो क्यों कि ये फोन लेने के बाद आप पछताओगे


इसकी कैमरा क्वॉलिटी बिल्कुल खराब है ऐसा कुछ भी नही है जिससे आप इस फोन को लो इसे अच्छा कोई और कंपनी का फोन ले लो तो फायदे में रहोंगे। बाद में लेने के बाद पछताओगे
",1.0 out of 5 stars,0
150,Aditya kumar,"
G






                    The media could not be loaded.
                



 Good condition in mobile abhi tk sahi chl rhi hai meri mobile ma8 4 mobile chala chuka hu abhi tak
",5.0 out of 5 stars,1
151,G A G A N D E E P,"
Redmi 10prime total waste money phone


Redmi 10prime yeh phone sabse jyda hang phone krta hai isme bahut kamiya hai is phone ko na le total waste money hai
",1.0 out of 5 stars,0
152,Arvind9g,"
Display is very bad for media


Display is bad because YouTube 240p and 360p pe video saaf nahi aata bekar display diya hai koi mat lo is price pe
",4.0 out of 5 stars,1
153,Mukesh,"
Use less


4 cemera but cemera qulity not good 👎Hang bhi hota hai avi 1 month huwa h abhi se hang krne laga h
",1.0 out of 5 stars,0
